symbol-bse,company-full-name
MEFCOMCAP,MEFCOM CAPITAL MARKETS LTD.
MEGACOR,MEGA CORPORATION LTD.
MEGFI,MEGA FIN (INDIA) LTD.
MNIL,MEGA NIRMAN & INDUSTRIES LIMIT
MEGASTAR,MEGASTAR FOODS LIMITED
MOL,MEGHMANI ORGANICS LIMITED
MIIL,MEGHNA INFRACON INFRASTRUCTURE
MEGRISOFT,MEGRI SOFT LIMITED
MEHAI,MEHAI TECHNOLOGY  LIMITED
MEHIF,MEHTA INTEGRATED FINANCE LTD.
MEHSECU,MEHTA SECURITIES LTD.
MEHUL,MEHUL COLOURS LIMITED
MELSTAR,MELSTAR INFORMATION TECHNOLOGI
MENAMANI,MENA MANI INDUSTRIES LIMITED
MENONBE,MENON BEARINGS LTD.
MENNPIS,MENON PISTONS LTD.
MEP,MEP INFRASTRUCTURE DEVELOPERS
MERCANTILE,MERCANTILE VENTURES LIMITED
MERCATOR,MERCATOR LTD.
MERCURYEV,MERCURY EV-TECH LIMITED
MERCURYLAB,MERCURY LABORATORIES LIMITED
MERCTRD,MERCURY TRADE LINKS LTD.
METAINFO,META INFOTECH LIMITED
METALCO,METAL COATINGS (INDIA) LTD.
METHODHUB,METHODHUB SOFTWARE LIMITED
METKORE,METKORE ALLOYS & INDUSTRIES LT
METROBRAND,METRO BRANDS LIMITED
METROGLOBL,METROGLOBAL LIMITED
METROPOLIS,METROPOLIS HEALTHCARE LIMITED
MHEL,MEWAR HI-TECH ENGINEERING LIMI
MAL,MEYER APPAREL LIMITED
MFLINDIA,MFL INDIA LTD.
MFSINTRCRP,MFS INTERCORP LTD.
MICEL,MIC ELECTRONICS LTD.
MICROSE,MICROSE INDIA LTD.
MIDEASTP,MID EAST PORTFOLIO MANAGEMENT
MIDINDIA,MID INDIA INDUSTRIES LTD.
MESCON,MIDEAST INTEGRATED STEELS LIMI
MIDPOLY,MIDLAND POLYMERS LTD.
MIDWEST,MIDWEST GOLD LTD.
MIDWESTLTD,MIDWEST LIMITED
MIHIKA,MIHIKA INDUSTRIES LTD.
MILEFUR,MILESTONE FURNITURE LIMITED
MILESTONE,MILESTONE GLOBAL LTD.
ZMILGFIN,MILGREY FINANCE & INVESTMENT L
MLKFOOD,MILKFOOD LTD.
MILLENNIUM,MILLENNIUM ONLINE SOLUTIONS (I
MINALIND,MINAL INDUSTRIES LIMITED
MINAXI,MINAXI TEXTILES LTD.
MINDACORP,MINDA CORPORATION LIMITED
MINDSPACE,MINDSPACE BUSINESS PARKS REIT
MINDTECK,MINDTECK (INDIA) LTD.
MINID,MINI DIAMONDS (INDIA) LTD.
MINOLTAF,MINOLTA FINANCE LTD.
MPCOSEMB,MIPCO SEAMLESS RINGS (GUJARAT)
MIRCELECTR,MIRC ELECTRONICS LTD.
MIRZAINT,MIRZA INTERNATIONAL LTD.
MISHDESIGN,MISH DESIGNS LIMITED
MISHKA,MISHKA EXIM LIMITED
MISHKAFIN,MISHKA FINANCE AND TRADING LTD
MIDHANI,MISHRA DHATU NIGAM LIMITED
MISHTANN,MISHTANN FOODS LIMITED
MISQUITA,MISQUITA ENGINEERING LIMITED
MITSHI,MITSHI INDIA LIMITED
MITSU,MITSU CHEM PLAST LIMITED
MITTALSTL,MITTAL SECTIONS LIMITED
MIVENMACH,MIVEN MACHINE TOOLS LTD.
MIZVEN,MIZZEN VENTURES LIMITED
MKPMOB,MKP MOBILITY LIMITED
MKVENTURES,MKVENTURES CAPITAL LIMITED
MMRUBBR-B,MM RUBBER COMPANY LTD.
MMTC,MMTC LTD.
MOBAVENUE,MOBAVENUE AI TECH LIMITED
MODWOOL,MODELLA WOOLLENS LTD.
MODAIRY,MODERN DAIRIES LTD.
MDRNSUT-B,MODERN DENIM LTD.
MDRC,MODERN DIAGNOSTIC & RESEARCH C
MEAPL,MODERN ENGINEERING AND PROJECT
MODINSU,MODERN INSULATORS LTD.
MODMA,MODERN MALLEABLES LTD.
MODRNSH,MODERN SHARES & STOCKBROKERS L
MDRNSTL,MODERN STEELS LTD.
MODTHREAD,MODERN THREADS (INDIA) LTD.
MODEX,MODEX INTERNATIONAL SECURITIES
MODINATUR,MODI NATURALS LIMITED
MODIRUBBER,MODI RUBBER LTD.
MODIS,MODI'S NAVNIRMAN LIMITED
MODIPON,MODIPON LTD.
MODISONLTD,MODISON LIMITED
MODULEX,MODULEX CONSTRUCTION TECHNOLOG
MOHITIND,MOHIT INDUSTRIES LTD.
MOHITPPR,MOHIT PAPER MILLS LTD.
MOHITE,MOHITE INDUSTRIES LIMITED
MOIL,MOIL LTD.
MOLDTKPAC,MOLD-TEK PACKAGING LIMITED
MOLDTECH,MOLD-TEK TECHNOLOGIES LTD.
MONARCH,MONARCH NETWORTH CAPITAL LIMIT
MSECL,MONARCH SURVEYORS AND ENGINEER
MMLF,MONEY MASTERS LEASING & FINANC
MONEYBOXX,MONEYBOXX FINANCE LIMITED
MONEL,MONICA ELECTRONICS LTD.
MONIKA,MONIKA ALCOBEV LIMITED
MONIND,MONIND LIMITED
MONOT,MONOTYPE INDIA LTD.
MONTECARLO,MONTE CARLO FASHIONS LIMITED
MONGIPA,MOONGIPA CAPITAL FINANCE LTD.
MORARJEE,MORARJEE TEXTILES LTD.
MORARKFI,MORARKA FINANCE LTD.
MOREPENLAB,MOREPEN LABORATORIES LTD.
MORGAN,MORGAN VENTURES LTD.
MOSCHIP,MOSCHIP TECHNOLOGIES LIMITED
MNFL,MOTHER NUTRI FOODS LIMITED
MSUMI,MOTHERSON SUMI WIRING INDIA LI
MOTILALOFS,MOTILAL OSWAL FINANCIAL SERVIC
MOTISONS,MOTISONS JEWELLERS LIMITED
MOTOGENFIN,MOTOR & GENERAL FINANCE LTD.
MOUNT,MOUNT HOUSING AND INFRASTRUCTU
MPDL,MPDL LIMITED
MPFSL,MPF SYSTEMS LIMITED
MPHASIS,MPHASIS LTD.
MPILCORPL,MPIL CORPORATION LTD.
MPL,MPL PLASTICS LTD.
MPSLTD,MPS LTD.
MRCAGRO,MRC AGROTECH LIMITED
MRF,MRF LTD.
MRP,MRP AGRO LIMITED
BECTORFOOD,MRS. BECTORS FOOD SPECIALITIES
MRUTR,MRUGESH TRADING LTD.
MSAFE,MSAFE EQUIPMENTS LIMITED
MSPL,MSP STEEL & POWER LTD.
MSRINDIA,MSR INDIA LTD.
MSTCLTD,MSTC LIMITED
MTEDUCARE,MT EDUCARE LTD.
MTARTECH,MTAR TECHNOLOGIES LIMITED
MUDRA,MUDRA FINANCIAL SERVICES LTD.
MUDUNURU,MUDUNURU LIMITED
MUFIN,MUFIN GREEN FINANCE LIMITED
MUKANDLTD,MUKAND LTD.
MUKATPIP,MUKAT PIPES LTD.
MUKESHB,MUKESH BABU FINANCIAL SERVICES
MUKKA,MUKKA PROTEINS LIMITED
MUKTA,MUKTA AGRICULTURE LIMITED
MUKTAARTS,MUKTA ARTS LTD.
MULLER,MULLER & PHIPPS (INDIA) LTD.
MCX,MULTI COMMODITY EXCHANGE OF IN
MULTIBASE,MULTIBASE INDIA LTD.
MULTIIN,MULTIPLUS HOLDINGS LTD.
ZMULTIPU,MULTIPURPOSE TRADING & AGENCIE
MUNJALAU,MUNJAL AUTO INDUSTRIES LTD.
MUNJALSHOW,MUNJAL SHOWA LTD.
MUNCAPM,MUNOTH CAPITAL MARKET LTD.
MCLTD,MUNOTH COMMUNICATION LIMITED
MUNOTHFI,MUNOTH FINANCIAL SERVICES LTD.
MURAE,MURAE ORGANISOR LIMITED
MURUDCERA,MURUDESHWAR CERAMICS LTD.
RADIOCITY,MUSIC BROADCAST LIMITED
MUTHOOTCAP,MUTHOOT CAPITAL SERVICES LTD.
MUTHOOTFIN,MUTHOOT FINANCE LTD.
MUTHOOTMF,MUTHOOT MICROFIN LIMITED
MUZALI,MUZALI ARTS LIMITED
MYMONEY,MY MONEY SECURITIES LTD.
MYSPAPE,MYSORE PAPER MILLS LTD.
MYSORPETRO,MYSORE PETRO CHEMICALS LTD.
MYSTICELE,MYSTIC ELECTRONICS LIMITED
NDMETAL,N.D.METAL INDUSTRIES LTD.
NGIND,N.G.INDUSTRIES LTD.
NKIND,N.K.INDUSTRIES LTD.
NRAIL,N.R.AGARWAL INDUSTRIES LTD.
NRINTER,N.R.INTERNATIONAL LTD.
NNTL,N2N TECHNOLOGIES LIMITED
NBL,NAAPBOOKS LIMITED
NACDAC,NACDAC INFRASTRUCTURE LIMITED
NACHKNIT,NACHMO KNITEX LTD.
NACLIND,NACL INDUSTRIES LIMITED
NAGTECH,NAGARJUNA AGRI TECH LTD.
NAGAFERT,NAGARJUNA FERTILIZERS AND CHEM
NAGPI,NAGPUR POWER & INDUSTRIES LTD.
NAGREEKCAP,NAGREEKA CAPITAL & INFRASTRUCT
NAGREEKEXP,NAGREEKA EXPORTS LTD.
NAHARCAP,NAHAR CAPITAL & FINANCIAL SERV
NAHARINDUS,NAHAR INDUSTRIAL ENTERPRISES L
NAHARPOLY,NAHAR POLYFILMS LTD.
NAHARSPING,NAHAR SPINNING MILLS LTD.
NGIL,NAKODA GROUP OF INDUSTRIES LIM
NAKODA,NAKODA LIMITED
NAKSH,NAKSH PRECIOUS METALS LIMITED
NLFL,NALIN LEASE FINANCE LTD.
NSIL,NALWA SONS INVESTMENTS LTD.
NAM,NAM SECURITIES LTD
NVENTURES,NANAVATI VENTURES LIMITED
NDL,NANDAN DENIM LIMITED
NANTA,NANTA TECH LIMITED
NAPEROL,NAPEROL INVESTMENTS LIMITED
NAPSGLOBAL,NAPS GLOBAL INDIA LIMITED
NH,NARAYANA HRUDAYALAYA LIMITED
NARPROP,NARENDRA PROPERTIES LTD.
NARMADA,NARMADA AGROBASE LIMITED
SHAWGELTIN,NARMADA GELATINES LTD.
NARMP,NARMADA MACPLAST DRIP IRRIGATI
NARMADESH,NARMADESH BRASS INDUSTRIES LIM
NATCOPHARM,NATCO PHARMA LTD.
NATHBIOGEN,NATH BIO-GENES (INDIA) LTD
NATHIND,NATH INDUSTRIES LIMITED
NATIONALUM,NATIONAL ALUMINIUM CO.LTD.
NFL,NATIONAL FERTILIZERS LTD.
NATFIT,NATIONAL FITTINGS LIMITED
NATGENI,NATIONAL GENERAL INDUSTRIES LT
NHIT,NATIONAL HIGHWAYS INFRA TRUST
NOL,NATIONAL OXYGEN LTD.
NPL,NATIONAL PEROXIDE LIMITED
NATPLAS,NATIONAL PLASTIC INDUSTRIES LT
NATPLASTI,NATIONAL PLASTIC TECHNOLOGIES
NATPLY,NATIONAL PLYWOOD INDUSTRIES LT
NSDL,NATIONAL SECURITIES DEPOSITORY
NATIONSTD,NATIONAL STANDARD (INDIA) LTD.
NATRAJPR,NATRAJ PROTEINS LTD.
NATHUEC,NATURA HUE CHEM LTD.
NATURAL,NATURAL BIOCON (INDIA) LIMITED
NATCAPSUQ,NATURAL CAPSULES LTD.
NHL,NATUREWINGS HOLIDAYS LIMITED
NAPL,NATURITE AGRO PRODUCTS LIMITED
NATURO,NATURO INDIABULL LIMITED
NAVA,NAVA LIMITED
NAVIGANT,NAVIGANT CORPORATE ADVISORS LI
NAVINFLUOR,NAVIN FLUORINE INTERNATIONAL L
NAVKARCORP,NAVKAR CORPORATION LIMITED
NAVKARURB,NAVKAR URBANSTRUCTURE LIMITED
NAVNETEDUL,NAVNEET EDUCATION LIMITED
NAVODAYENT,NAVODAY ENTERPRISES LIMITED
NAZARA,NAZARA TECHNOLOGIES LIMITED
NBFOOT,NB FOOTWEAR LTD.
NBCC,NBCC (INDIA) LIMITED
NCCBLUE,NCC BLUE WATER PRODUCTS LTD.
NCCFIN,NCC FINANCE LTD.
NCC,NCC LIMITED
NCLIND,NCL INDUSTRIES LTD.
NCLRESE,NCL RESEARCH & FINANCIAL SERVI
NDASEC,NDA SECURITIES LTD.
NDLVENTURE,NDL VENTURES LIMITED
NDRAUTO,NDR AUTO COMPONENTS LIMITED
NECLIFE,NECTAR LIFESCIENCES LTD.
NEAGI,NEELAMALAI AGRO INDUSTRIES LTD
NEELKANTH,NEELKANTH LIMITED
NEELKAN,NEELKANTH ROCKMINERALS LTD.
NEERAJ,NEERAJ PAPER MARKETING LIMITED
NEETUYOSHI,NEETU YOSHI LIMITED
NEIL,NEIL INDUSTRIES LTD.
NELCAST,NELCAST LTD.
NELCO,NELCO LTD.
NEOCORP,NEO CORP INTERNATIONAL LTD.
NEOINFRA,NEO INFRACON LTD.
NOGMIND,NEOGEM INDIA LTD.
NEOGEN,NEOGEN CHEMICALS LIMITED
NPFL,NEOPOLITAN PIZZA AND FOODS LIM
NEPHROPLUS,NEPHROCARE HEALTH SERVICES LIM
NEPLOG,NEPTUNE LOGITEK LIMITED
NESCO,NESCO LTD.
NESTLEIND,NESTLE INDIA LTD.
NETPIX,NET PIX SHORTS DIGITAL MEDIA L
NETLINK,NETLINK SOLUTIONS (INDIA) LTD.
NETRIPPLES,NETRIPPLES SOFTWARE LIMITED
NETTLINX,NETTLINX LTD.
NETWEB,NETWEB TECHNOLOGIES INDIA LIMI
NPST,NETWORK PEOPLE SERVICES TECHNO
NETWORK18,NETWORK18 MEDIA & INVESTMENTS
NEUEON,NEUEON CORPORATION LIMITED
NEULANDLAB,NEULAND LABORATORIES LTD.
NDTV,NEW DELHI TELEVISION LTD.
NEWLIGHT,NEW LIGHT INDUSTRIES LIMITED
NEWMKTADV,NEW MARKETS ADVISORY LTD.
SWANAGRO,NEW SWAN MULTITECH LIMITED
NEWGEN,NEWGEN SOFTWARE TECHNOLOGIES L
NEWINFRA,NEWTIME INFRASTRUCTURE LIMITED
NEWTRAC,NEWTRAC FOODS & BEVERAGES LIMI
NEXOME,NEXOME CAPITAL MARKETS LIMITED
NEXTMEDIA,NEXT MEDIAWORKS LTD.
NXST,NEXUS SELECT TRUST
NEXUSSURGL,NEXUS SURGICAL AND MEDICARE LI
NEXXUS,NEXXUS PETRO INDUSTRIES LIMITE
NEYCERI,NEYCER INDIA LTD.
NGLFINE,NGL FINE-CHEM LTD.
NHCFOODS,NHC FOODS LTD.
NHPC,NHPC LTD.
NIBE,NIBE LIMITED
NIBEORD,NIBE ORDNANCE AND MARITIME LIM
NICCO,NICCO CORPORATION LTD.
NICCOPAR,NICCO PARKS & RESORTS LTD.
NICCOUCO,NICCO UCO ALLIANCE CREDIT LTD.
NIDHGRN,NIDHI GRANITES LTD.
NIHARINF,NIHAR INFO GLOBAL LTD.
NIITMTS,NIIT LEARNING SYSTEMS LIMITED
NIITLTD,NIIT LTD.
NIJJER,NIJJER AGRO FOODS LTD.
NIKHILAD,NIKHIL ADHESIVES LTD.
NIKKIGL,NIKKI GLOBAL FINANCE LTD.
NIKSTECH,NIKS TECHNOLOGY LIMITED
NILAINFRA,NILA INFRASTRUCTURES LTD.
NILASPACES,NILA SPACES LTD
NCML,NILACHAL CARBO METALICKS LIMIT
NILACHAL,NILACHAL REFRACTORIES LTD.
NILE,NILE LTD.
NILKAMAL,NILKAMAL LTD.
ZNILKENG,NILKANTH ENGINEERING LTD.
NIMBSPROJ,NIMBUS PROJECTS LTD.
NINSYS,NINTEC SYSTEMS LIMITED
NAM-INDIA,NIPPON LIFE INDIA ASSET MANAGE
NIRAJ,NIRAJ CEMENT STRUCTURALS LTD.
NIRAVCOM,NIRAV COMMERCIALS LTD.
NIRBHAYIND,NIRBHAY COLOURS INDIA LIMITED
NIRLON,NIRLON LTD.
NIRMITEE,NIRMITEE ROBOTICS INDIA LIMITE
NISMGMT,NIS MANAGEMENT LIMITED
NISUS,NISUS FINANCE SERVICES CO LIMI
NITCO,NITCO LTD.
NITINCAST,NITIN CASTINGS LIMITED
NITINFIRE,NITIN FIRE PROTECTION INDUSTRI
NITINSPIN,NITIN SPINNERS LTD.
NITTAGELA,NITTA GELATIN INDIA LTD.
NIVABUPA,NIVA BUPA HEALTH INSURANCE COM
NIVAKA,NIVAKA FASHIONS LIMITED
ZNIVITRD,NIVI TRADING LTD.
NIWASSP,NIWAS SPINNING MILLS LTD.
NIYOGIN,NIYOGIN FINTECH LIMITED
NLCINDIA,NLC INDIA LIMITED
NMDC,NMDC LTD.
NSLNISP,NMDC STEEL LIMITED
NMSGLOBAL,NMS GLOBAL LIMITED
NOBPOL,NOBLE POLYMERS LIMITED
NOCIL,NOCIL LTD.
NOIDATOLL,NOIDA TOLL BRIDGE COMPANY LTD.
NORBTEAEXP,NORBEN TEA & EXPORTS LTD.
NORRIS,NORRIS MEDICINES LTD.
NECCLTD,NORTH EASTERN CARRYING CORPORA
NORTHARC,NORTHERN ARC CAPITAL LTD.
NSL,NORTHERN SPIRITS LIMITED
NORTHLINK,NORTHLINK FISCAL AND CAPITAL S
NOUVEAU,NOUVEAU GLOBAL VENTURES LTD.
NOVAAGRI,NOVA AGRITECH LIMITED
NOVIS,NOVA IRON & STEEL LTD.
NOVARTIND,NOVARTIS INDIA LTD.
NOVATEOR,NOVATEOR RESEARCH LABORATORIES
NOVELIX,NOVELIX PHARMACEUTICALS LIMITE
NOVUS,NOVUS LOYALTY LIMITED
NPRFIN,NPR FINANCE LTD.
NRBBEARING,NRB BEARINGS LTD.
NIBL,NRB INDUSTRIAL BEARINGS LTD.
NSBBPO,NSB BPO SOLUTIONS LIMITED
NTCIND,NTC INDUSTRIES LTD.
NTPCGREEN,NTPC GREEN ENERGY LIMITED
NTPC,NTPC LTD.
NUTEK,NU TEK INDIA LTD.
NUCLEUS,NUCLEUS SOFTWARE EXPORTS LTD.
NUKLEUS,NUKLEUS OFFICE SOLUTIONS LIMIT
NURECA,NURECA LIMITED
NWIL,NURTURE WELL INDUSTRIES LIMITE
NUTECGLOB,NUTECH GLOBAL LTD.
NUTRA,NUTRAPLUS INDIA LTD
NUTRICIRCLE,NUTRICIRCLE LIMITED
NUVAMA,NUVAMA WEALTH MANAGEMENT LIMIT
NUVOCO,NUVOCO VISTAS CORPORATION LIMI
NUWAY,NUWAY ORGANIC NATURALS INDIA L
NYSSACORP,NYSSA CORPORATION LIMITED
OPCHAINS,O. P. CHAINS LIMITED
OASISEC,OASIS SECURITIES LTD.
OASIS,OASIS TRADELINK LTD
OBEROIRLTY,OBEROI REALTY LTD.
OONE,OBJECTONE INFORMATION SYSTEMS
OCCLLTD,OCCL LIMITED
OCEANIC,OCEANIC FOODS LIMITED
OCTAL,OCTAL CREDIT CAPITAL LTD.
OCTAVIUSPL,OCTAVIUS PLANTATIONS LIMITED
OCTAWARE,OCTAWARE TECHNOLOGIES LIMITED
ODIGMA,ODIGMA CONSULTANCY SOLUTIONS L
ODYCORP,ODYSSEY CORPORATION LTD.
ODYSSEY,ODYSSEY TECHNOLOGIES LTD.
ONGC,OIL AND NATURAL GAS CORPORATIO
OILCOUNTUB,OIL COUNTRY TUBULAR LTD.
OIL,OIL INDIA LTD.
OKPLA,OK PLAY INDIA LTD.
OLAELEC,OLA ELECTRIC MOBILITY LIMITED
OLATECH,OLATECH SOLUTIONS LIMITED
OLECTRA,OLECTRA GREENTECH LIMITED
OLYMPTX,OLYMPIA INDUSTRIES LTD.
OLPCL,OLYMPIC CARDS LTD.
OLYMTFI,OLYMPIC MANAGEMENT & FINANCIAL
OLYOI,OLYMPIC OIL INDUSTRIES LTD.
OMFREIGHT,OM FREIGHT FORWARDERS LIMITED
OMINFRAL,OM INFRA LIMITED
OML,OM METALLOGIC LIMITED
OMANSH,OMANSH ENTERPRISES LTD
OMAXAUTO,OMAX AUTOS LTD.
OMAXE,OMAXE LTD.
OMEAG,OMEGA AG-SEEDS (PUNJAB) LTD.
OMEGAIN,OMEGA INTERACTIVE TECHNOLOGIES
OMKAR,OMKAR OVERSEAS LTD.
OMKARPH,OMKAR PHARMACHEM LTD.
OMKARCHEM,OMKAR SPECIALITY CHEMICALS LTD
OMNIAX,OMNI AXS SOFTWARE LTD.
OMNIPOTENT,OMNIPOTENT INDUSTRIES LIMITED
OMNI,OMNITECH ENGINEERING LIMITED
OMNITEX,OMNITEX INDUSTRIES (INDIA) LTD
PAYTM,ONE 97 COMMUNICATIONS LIMITED
ONEGLOBAL,ONE GLOBAL SERVICE PROVIDER LI
MOBIKWIK,ONE MOBIKWIK SYSTEMS LIMITED
ONEPOINT,ONE POINT ONE SOLUTIONS LIMITE
ONELIFECAP,ONELIFE CAPITAL ADVISORS LTD.
OIVL,ONESOURCE INDUSTRIES AND VENTU
ONESOURCE,ONESOURCE SPECIALTY PHARMA LIM
ONIXSOLAR,ONIX SOLAR ENERGY LIMITED
ONMOBILE,ONMOBILE
ONTIC,ONTIC FINSERVE LIMITED
ONWARDTEC,ONWARD TECHNOLOGIES LTD.
OPTIEMUS,OPTIEMUS INFRACOM LTD
OPTIFIN,OPTIMUS FINANCE LIMITED
OPTOCIRCUI,OPTO CIRCUITS (INDIA) LTD.
OFSS,ORACLE FINANCIAL SERVICES SOFT
ORBTEXP,ORBIT EXPORTS LTD.
ORCHASP,ORCHASP LIMITED
ORCHPHARMA,ORCHID PHARMA LIMITED
ORGCOAT,ORGANIC COATINGS LTD.
ORGANICREC,ORGANIC RECYCLING SYSTEMS LIMI
ORICONENT,ORICON ENTERPRISES LTD.
ORIENTBELL,ORIENT BELL LIMITED
ORIBEVER,ORIENT BEVERAGES LTD.
ORIENTCEM,ORIENT CEMENT LTD
ORIENTCER,ORIENT CERATECH LIMITED
ORIENTELEC,ORIENT ELECTRIC LIMITED
GREENPOWER,ORIENT GREEN POWER COMPANY LTD
ORIENTPPR,ORIENT PAPER & INDUSTRIES LTD.
ORIENTLTD,ORIENT PRESS LTD.
ORIENTTECH,ORIENT TECHNOLOGIES LIMITED
ORIENTTR,ORIENT TRADELINK LTD.
OAL,ORIENTAL AROMATICS LIMITED
ORIENTHOT,ORIENTAL HOTELS LTD.
ORIRAIL,ORIENTAL RAIL INFRASTRUCTURE L
ORIENTALTL,ORIENTAL TRIMEX LTD.
OBCL,ORISSA BENGAL CARRIER LIMITED
ORISSAMINE,ORISSA MINERALS DEVELOPMENT CO
ORISSASP,ORISSA SPONGE IRON & STEEL LTD
ORKLAINDIA,ORKLA INDIA LIMITED
OROSMITHS,OROSIL SMITHS INDIA LTD.
ORTEL,ORTEL COMMUNICATIONS LIMITED
ORTINGLOBE,ORTIN GLOBAL LIMITED
OSCARGLO,OSCAR GLOBAL LTD.
OSEASPR,OSEASPRE CONSULTANTS LTD.
OSIAJEE,OSIAJEE TEXFAB LIMITED
OSWALAGRO,OSWAL AGRO MILLS LTD.
OSWALGREEN,OSWAL GREENTECH LIMITED
OSWALEA,OSWAL LEASING LTD.
OSWALOR,OSWAL OVERSEAS LTD.
OSWALPUMPS,OSWAL PUMPS LIMITED
OSWAYRN,OSWAL YARNS LTD.
OTCO,OTCO INTERNATIONAL LTD.
OVAL,OVAL PROJECTS ENGINEERING LIMI
OVOBELE,OVOBEL FOODS LTD.
OXFORDIN,OXFORD INDUSTRIES LTD.
OXYGENTAPH,OXYGENTA PHARMACEUTICAL LIMITE
PNGJL,P N GADGIL JEWELLERS LIMITED
PBFL,P. B. FILMS LIMITED
PIIND,P.I.INDUSTRIES LTD.
PMTELELIN,P.M.TELELINNKS LTD.
PACEDIGITK,PACE DIGITEK LIMITED
PACE,PACE E-COMMERCE VENTURES LIMIT
PACIFICI,PACIFIC INDUSTRIES LTD.
PACT,PACT INDUSTRIES LTD.
PADAMCO,PADAM COTTON YARNS LTD.
PADMALAYAT,PADMALAYA TELEFILMS LTD.
PADALPO,PADMANABH ALLOYS & POLYMERS LT
PADMAIND,PADMANABH INDUSTRIES LTD
PAEL,PAE LTD.
PAGEIND,PAGE INDUSTRIES LTD.
PAISALO,PAISALO DIGITAL LIMITED
PAJSON,PAJSON AGRO INDIA LIMITED
PAKKA,PAKKA LIMITED
PALASHSECU,PALASH SECURITIES LIMITED
PALCO,PALCO METALS LIMITED
PALMJEWELS,PALM JEWELS LIMITED
PALREDTEC,PALRED TECHNOLOGIES LIMITED
PANELEC,PAN ELECTRONICS INDIA LTD.
PANHR,PAN HR SOLUTION LIMITED
PANINDIAC,PAN INDIA CORPORATION LTD.
PANABYTE,PANABYTE TECHNOLOGIES LIMITED
PANACEABIO,PANACEA BIOTEC LTD.
PANAFIC,PANAFIC INDUSTRIALS LTD
PANAMAPET,PANAMA PETROCHEM LTD.
PANCARBON,PANASONIC CARBON INDIA CO.LTD.
PANAENERG,PANASONIC ENERGY INDIA COMPANY
PANCHMAHQ,PANCHMAHAL STEEL LTD.
PANCHSHEEL,PANCHSHEEL ORGANICS LTD.
PANJON,PANJON LTD.
PANKAJPO,PANKAJ POLYMERS LTD.
PANORAMA,PANORAMA STUDIOS INTERNATIONAL
PANTH,PANTH INFINITY LIMITED
PANIDPR,PANTHER INDUSTRIAL PRODUCTS LT
PANCM,PANYAM CEMENTS & MINERAL INDUS
PAOS,PAOS INDUSTRIES LIMITED
PPARIVAH,PARADEEP PARIVAHAN LIMITED
PARADEEP,PARADEEP PHOSPHATES LIMITED
PARAGMILK,PARAG MILK FOODS LIMITED
PARAGONF,PARAGON FINANCE LTD.
PARACABLES,PARAMOUNT COMMUNICATIONS LTD.
PARMCOS-B,PARAMOUNT COSMETICS (INDIA) LT
PARAS,PARAS DEFENCE AND SPACE TECHNO
PARASPETRO,PARAS PETROFILS LTD.
PARENTLD,PARENTERAL DRUGS (INDIA) LTD.
PARKHOSPS,PARK MEDI WORLD LIMITED
PARKERAC,PARKER AGROCHEM EXPORTS LTD.
PARLEIND,PARLE INDUSTRIES LIMITED
PARMAX,PARMAX PHARMA LIMITED
PARMESHWAR,PARMESHWAR METAL LIMITED
PARMSILK,PARMESHWARI SILK MILLS LIMITED
PARNAXLAB,PARNAX LAB LTD.
PARSHVA,PARSHVA ENTERPRISES LIMITED
PARSHWANA,PARSHWANATH CORPORATION LTD.
PARSOLI,PARSOLI CORPORATION LTD.
PARSVNATH,PARSVNATH DEVELOPERS LTD.
PARVATI,PARVATI SWEETNERS AND POWER LT
PASARI,PASARI SPINNING MILLS LTD.
PASHUPATI,PASHUPATI COTSPIN LIMITED
PASUPTAC,PASUPATI ACRYLON LTD.
PASUFIN,PASUPATI FINCAP LTD.
PASUSPG,PASUPATI SPG.& WVG.MILLS LTD.
PATANJALI,PATANJALI FOODS LIMITED
PJL,PATDIAM JEWELLERY LIMITED
PATELCHEM,PATEL CHEM SPECIALITIES LIMITE
PATELENG,PATEL ENGINEERING LTD.
PATINTLOG,PATEL INTEGRATED LOGISTICS LTD
PATELRMART,PATEL RETAIL LIMITED
PATELSAI,PATELS AIRTEMP (INDIA) LTD.
PATIDAR,PATIDAR BUILDCON LIMITED
PATRON,PATRON EXIM LIMITED
PATSPINLTD,PATSPIN INDIA LTD.
PML,PAUL MERCHANTS LTD.
PAUSHAKLTD,PAUSHAK LTD.
PAVNAIND,PAVNA INDUSTRIES LIMITED
POLICYBZR,PB FINTECH LIMITED
PBGLOBAL,PB GLOBAL LIMITED
PBAINFRA,PBA INFRASTRUCTURE LTD.
PBMPOLY,PBM POLYTEX LTD.
PCJEWELLER,PC JEWELLER LTD.
PCBL,PCBL CHEMICAL LIMITED
PCS,PCS TECHNOLOGY LTD.
PSPL,PDP SHIPPING & PROJECTS LIMITE
PDSL,PDS LIMITED
PGIL,PEARL GLOBAL INDUSTRIES LIMITE
PGCRL,PEARL GREEN CLUBS AND RESORTS
PEARLPOLY,PEARL POLYMERS LTD.
PECOS,PECOS HOTELS AND PUBS LIMITED
PCCOSMA,PEE CEE COSMA SOPE LTD.
PEETISEC,PEETI SECURITIES LTD.
PENINLAND,PENINSULA LAND LTD.
PENIND,PENNAR INDUSTRIES LTD.
PNTKYOR,PENTOKEY ORGANY (INDIA) LTD.
PEOPLIN,PEOPLES INVESTMENTS LTD.
OCTAVE,PERFECT-OCTAVE MEDIA PROJECTS
PERFEPA,PERFECTPAC LTD.
